ID,ADM,REGION,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM3,ADM4
211,"                            5-р баг, Тунгалаг",Western,Говь-Алтай,MN82,Төгрөг,MN8217,"5-р баг, Тунгалаг","5-р баг, Тунгалаг"
212,                    Халиун,Western,Говь-Алтай,MN82,Халиун,MN8210,Халиун,
213,"                            1-р баг, Сүүж",Western,Говь-Алтай,MN82,Халиун,MN8210,"1-р баг, Сүүж","1-р баг, Сүүж"
214,"                            2-р баг, Гүү бариач",Western,Говь-Алтай,MN82,Халиун,MN8210,"2-р баг, Гүү бариач","2-р баг, Гүү бариач"
215,"                            3-р баг, Олон булаг",Western,Говь-Алтай,MN82,Халиун,MN8210,"3-р баг, Олон булаг","3-р баг, Олон булаг"
216,"                            4-р баг, Чацран",Western,Говь-Алтай,MN82,Халиун,MN8210,"4-р баг, Чацран","4-р баг, Чацран"
217,                    Хөхморьт,Western,Говь-Алтай,MN82,Хөхморьт,MN8218,Хөхморьт,
218,"                            1-р баг, Цоохор",Western,Говь-Алтай,MN82,Хөхморьт,MN8218,"1-р баг, Цоохор","1-р баг, Цоохор"
219,"                            2-р баг, Завхан гол",Western,Говь-Алтай,MN82,Хөхморьт,MN8218,"2-р баг, Завхан гол","2-р баг, Завхан гол"
220,"                            3-р баг, Сангийн далай",Western,Говь-Алтай,MN82,Хөхморьт,MN8218,"3-р баг, Сангийн далай","3-р баг, Сангийн далай"
221,"                            4-р баг, Хүйсийн говь",Western,Говь-Алтай,MN82,Хөхморьт,MN8218,"4-р баг, Хүйсийн говь","4-р баг, Хүйсийн говь"
222,"                            5-р баг, Сайн-Уст",Western,Говь-Алтай,MN82,Хөхморьт,MN8205,"5-р баг, Сайн-Уст","5-р баг, Сайн-Уст"
223,                Цогт,Western,Говь-Алтай,MN82,Цогт,MN8205,Цогт,
224,"                        1-р баг, Рашаант",Western,Говь-Алтай,MN82,Цогт,MN8205,"1-р баг, Рашаант","1-р баг, Рашаант"
225,"                        2-р баг, Далан",Western,Говь-Алтай,MN82,Цогт,MN8205,"2-р баг, Далан","2-р баг, Далан"
226,"                        3-р баг, Гэгээт",Western,Говь-Алтай,MN82,Цогт,MN8205,"3-р баг, Гэгээт","3-р баг, Гэгээт"
227,"                        4-р баг, Төгрөг",Western,Говь-Алтай,MN82,Цогт,MN8205,"4-р баг, Төгрөг","4-р баг, Төгрөг"
228,"                        5-р баг, Баян-Өндөр",Western,Говь-Алтай,MN82,Цогт,MN8205,"5-р баг, Баян-Өндөр","5-р баг, Баян-Өндөр"
229,"                        6-р баг, Баян-Улаан",Western,Говь-Алтай,MN82,Цогт,MN8205,"6-р баг, Баян-Улаан","6-р баг, Баян-Улаан"
230,"                        7-р баг, Баян тоорой",Western,Говь-Алтай,MN82,Цогт,MN8205,"7-р баг, Баян тоорой","7-р баг, Баян тоорой"
231,                    Цээл,Western,Говь-Алтай,MN82,Цээл,MN8212,Цээл,
232,"                            1-р баг, Бүрэн",Western,Говь-Алтай,MN82,Цээл,MN8212,"1-р баг, Бүрэн","1-р баг, Бүрэн"
233,"                            2-р баг, Баянгол",Western,Говь-Алтай,MN82,Цээл,MN8212,"2-р баг, Баянгол","2-р баг, Баянгол"
234,"                            3-р баг, Дэрстэй",Western,Говь-Алтай,MN82,Цээл,MN8212,"3-р баг, Дэрстэй","3-р баг, Дэрстэй"
235,"                            4-р баг, Жаргалт",Western,Говь-Алтай,MN82,Цээл,MN8212,"4-р баг, Жаргалт","4-р баг, Жаргалт"
236,                    Чандмань,Western,Говь-Алтай,MN82,Чандмань,MN8202,Чандмань,
237,"                            1-р баг, Чандмань-Уул",Western,Говь-Алтай,MN82,Чандмань,MN8202,"1-р баг, Чандмань-Уул","1-р баг, Чандмань-Уул"
238,"                            2-р баг, Өлзийбулаг",Western,Говь-Алтай,MN82,Чандмань,MN8202,"2-р баг, Өлзийбулаг","2-р баг, Өлзийбулаг"
239,"                            3-р баг, Эрдэнэ-Уул",Western,Говь-Алтай,MN82,Чандмань,MN8202,"3-р баг, Эрдэнэ-Уул","3-р баг, Эрдэнэ-Уул"
240,"                            4-р баг, Хүрхрээ",Western,Говь-Алтай,MN82,Чандмань,MN8202,"4-р баг, Хүрхрээ","4-р баг, Хүрхрээ"
241,"                            5-р баг, Талын шанд",Western,Говь-Алтай,MN82,Чандмань,MN8202,"5-р баг, Талын шанд","5-р баг, Талын шанд"
242,                    Шарга,Western,Говь-Алтай,MN82,Шарга,MN8214,Шарга,
243,"                            1-р баг, Баянгол",Western,Говь-Алтай,MN82,Шарга,MN8214,"1-р баг, Баянгол","1-р баг, Баянгол"
244,"                            2-р баг, Хамтын хүч",Western,Говь-Алтай,MN82,Шарга,MN8214,"2-р баг, Хамтын хүч","2-р баг, Хамтын хүч"
245,"                            3-р баг, Сондуулт",Western,Говь-Алтай,MN82,Шарга,MN8214,"3-р баг, Сондуулт","3-р баг, Сондуулт"
246,"                            4-р баг, Улаан туг",Western,Говь-Алтай,MN82,Шарга,MN8214,"4-р баг, Улаан туг","4-р баг, Улаан туг"
247,                    Эрдэнэ,Western,Говь-Алтай,MN82,Эрдэнэ,MN8203,Эрдэнэ,
248,"                            1-р баг, Сангийн далай",Western,Говь-Алтай,MN82,Эрдэнэ,MN8203,"1-р баг, Сангийн далай","1-р баг, Сангийн далай"
249,"                            2-р баг, Цэцэг нуур",Western,Говь-Алтай,MN82,Эрдэнэ,MN8203,"2-р баг, Цэцэг нуур","2-р баг, Цэцэг нуур"
250,"                            3-р баг, Цагаан-Уул",Western,Говь-Алтай,MN82,Эрдэнэ,MN8203,"3-р баг, Цагаан-Уул","3-р баг, Цагаан-Уул"
251,"                            4-р баг, Өлзийт",Western,Говь-Алтай,MN82,Эрдэнэ,MN8203,"4-р баг, Өлзийт","4-р баг, Өлзийт"
252,            Баян-Өлгий,Western,Баян-Өлгий,MN83,Баян-Өлгий,,Баян-Өлгий,
253,                Өлгий,Western,Баян-Өлгий,MN83,Өлгий,MN8312,Өлгий,
254,"                        1-р баг, Хуст арал",Western,Баян-Өлгий,MN83,Өлгий,MN8312,"1-р баг, Хуст арал","1-р баг, Хуст арал"
255,"                        2-р баг, Цагаан эрэг",Western,Баян-Өлгий,MN83,Өлгий,MN8312,"2-р баг, Цагаан эрэг","2-р баг, Цагаан эрэг"
256,"                        3-р баг, Бөхөн-Уул",Western,Баян-Өлгий,MN83,Өлгий,MN8312,"3-р баг, Бөхөн-Уул","3-р баг, Бөхөн-Уул"
257,"                        4-р баг, Их булан",Western,Баян-Өлгий,MN83,Өлгий,MN8312,"4-р баг, Их булан","4-р баг, Их булан"
258,"                        5-р баг, Ховд гол",Western,Баян-Өлгий,MN83,Өлгий,MN8312,"5-р баг, Ховд гол","5-р баг, Ховд гол"
259,"                        6-р баг, Хөх толгой",Western,Баян-Өлгий,MN83,Өлгий,MN8312,"6-р баг, Хөх толгой","6-р баг, Хөх толгой"
260,"                        7-р баг, Хотгор",Western,Баян-Өлгий,MN83,Өлгий,MN8312,"7-р баг, Хотгор","7-р баг, Хотгор"
261,"                        8-р баг, Ах хус тау",Western,Баян-Өлгий,MN83,Өлгий,MN8312,"8-р баг, Ах хус тау","8-р баг, Ах хус тау"
262,"                        9-р баг, Хөх хад",Western,Баян-Өлгий,MN83,Өлгий,MN8312,"9-р баг, Хөх хад","9-р баг, Хөх хад"
263,                        10-р баг Харасай,Western,Баян-Өлгий,MN83,Өлгий,MN8312,10-р баг Харасай,10-р баг Харасай
264,"                        11-р баг, Бүркит",Western,Баян-Өлгий,MN83,Өлгий,MN8312,"11-р баг, Бүркит","11-р баг, Бүркит"
265,"                        12-р баг, Жасыл бах",Western,Баян-Өлгий,MN83,Өлгий,MN8312,"12-р баг, Жасыл бах","12-р баг, Жасыл бах"
266,"                        13-р баг, Жанаауыл",Western,Баян-Өлгий,MN83,Өлгий,MN8312,"13-р баг, Жанаауыл","13-р баг, Жанаауыл"
267,                Алтай,Western,Баян-Өлгий,MN83,Алтай,MN8315,Алтай,
268,"                        1-р баг, Хар нуур",Western,Баян-Өлгий,MN83,Алтай,MN8315,"1-р баг, Хар нуур","1-р баг, Хар нуур"
269,"                        2-р баг, Улаан хад",Western,Баян-Өлгий,MN83,Алтай,MN8315,"2-р баг, Улаан хад","2-р баг, Улаан хад"
270,"                        3-р баг, Бардам",Western,Баян-Өлгий,MN83,Алтай,MN8315,"3-р баг, Бардам","3-р баг, Бардам"
271,"                        4-р баг, Чихэртэй сумын төв",Western,Баян-Өлгий,MN83,Алтай,MN8315,"4-р баг, Чихэртэй сумын төв","4-р баг, Чихэртэй сумын төв"
272,"                        5-р баг, Борбургас",Western,Баян-Өлгий,MN83,Алтай,MN8315,"5-р баг, Борбургас","5-р баг, Борбургас"
273,                Алтанцөгц,Western,Баян-Өлгий,MN83,Алтанцөгц,MN8304,Алтанцөгц,
274,"                        1-р баг, Хаш",Western,Баян-Өлгий,MN83,Алтанцөгц,MN8304,"1-р баг, Хаш","1-р баг, Хаш"
275,"                        2-р баг, Баянбулаг",Western,Баян-Өлгий,MN83,Алтанцөгц,MN8304,"2-р баг, Баянбулаг","2-р баг, Баянбулаг"
276,"                        3-р баг, Улаанхаргана",Western,Баян-Өлгий,MN83,Алтанцөгц,MN8304,"3-р баг, Улаанхаргана","3-р баг, Улаанхаргана"
277,"                        4-р баг, Цагаан түнгэ, сумын төв",Western,Баян-Өлгий,MN83,Алтанцөгц,MN8304,"4-р баг, Цагаан түнгэ, сумын төв","4-р баг, Цагаан түнгэ, сумын төв"
278,                Баяннуур,Western,Баян-Өлгий,MN83,Баяннуур,MN8303,Баяннуур,
279,"                        1-р баг, Цэцэгт",Western,Баян-Өлгий,MN83,Баяннуур,MN8303,"1-р баг, Цэцэгт","1-р баг, Цэцэгт"
