GID,NATIONAL,ADM,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM4,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
G87,National,Western,Завхан,MN81,Түдэвтэй,MN8121,,Ямаа,5.4,5.53,6.22,6.5,6.72,6.51,7.11,6.11,6.88,7.1,6.46,5.97,5.44,5.42,4.4,3.64,3.82,4.08,4.39,5,4.65,4.11,4.41,5.19,7.05,9.23,11.1,13.14,13.75,13.67,11.42,7.95,10.62,14.44,18.69,24.43,32.36,40.78,40.1,31.39,16.46,20.15,22.62,24.24,27.63,30.65,31.55,32.4,35.7,37.52,31.83
G88,National,Western,Завхан,MN81,Түдэвтэй,MN8121,"1-р баг, Баянцагаан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.12,7.66,7.89,8.5,9.08,9.66,10.32,10.6,8.53
G89,National,Western,Завхан,MN81,Түдэвтэй,MN8121,"2-р баг, Аргалант",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.57,7.82,4.47,5.02,5.27,5.96,6.13,6.71,5.81
G90,National,Western,Завхан,MN81,Түдэвтэй,MN8121,"3-р баг, Цорго",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,2.12,2.1,2.31,2.52,2.46,2.6,3.61,4.21
G91,National,Western,Завхан,MN81,Түдэвтэй,MN8121,"4-р баг, Ойгон",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.96,6.64,7.54,8.73,8.18,8.14,10.19,9.8,7.55
G92,National,Western,Завхан,MN81,Түдэвтэй,MN8121,"5-р баг, Шарнуруу",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.63,6.09,6.5,6.18,6.45,6.8,5.71
G93,National,Western,Завхан,MN81,Тэлмэн,MN8105,,Ямаа,5.28,5.6,5.68,5.65,5.79,6.2,6.39,6.34,6.91,7.29,7.43,7.16,7.54,7.5,8.02,7.38,7.86,8.23,8.25,9.04,9.39,8.48,8.68,8.63,11.86,15.44,19.19,23.56,27.23,25.09,22.84,11.28,15.45,19.6,25.18,30.89,37.74,44.24,47.06,35.21,24.31,28,31.21,33.34,35.84,38.72,40.19,36.44,36.69,38.48,34.66
G94,National,Western,Завхан,MN81,Тэлмэн,MN8105,"1-р баг, Өгөөмөр",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78,6.3,6.78,7.32,7.96,7.57,7.07,7.59,7.7
G95,National,Western,Завхан,MN81,Тэлмэн,MN8105,"2-р баг, Шургах",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14,6.79,7.45,7.93,8.69,8.46,8.48,9.23,8.67
G96,National,Western,Завхан,MN81,Тэлмэн,MN8105,"3-р баг, Нуур",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,5.87,6,6.69,6.64,5.64,6.14,5.99,4.65
G97,National,Western,Завхан,MN81,Тэлмэн,MN8105,"4-р баг, Баянтэгш",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96,5.58,6.11,6.71,6.35,5.96,5.79,5.79,5.51
G98,National,Western,Завхан,MN81,Тэлмэн,MN8105,"5-р баг, Өвөгдий",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,0.85,0.91,0.93,1.12,1.03,0.98,1,0.97
G99,National,Western,Завхан,MN81,Тэлмэн,MN8105,"6-р баг, Баян-Айраг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.15,7.95,8.58,9.14,9.43,7.78,8.23,8.88,7.16
G100,National,Western,Завхан,MN81,Тэс,MN8125,,Ямаа,14.66,15.64,15.92,,0.31,2.53,2.72,2.78,2.78,2.85,3.24,2.56,2.51,2.57,2.55,2.6,2.83,2.98,3.25,3.58,5.2,14.94,15.45,19.5,23.75,27.91,27.39,29.66,30.36,24.55,22.98,23.21,26.45,23.53,32.72,35.13,42.31,46.57,40.79,38.44,31.7,34.04,36.7,37.64,41.18,45.91,35.79,39.12,40.54,45.13,49.92
G101,National,Western,Завхан,MN81,Тэс,MN8125,"1-р баг, Дооно",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.08,12.17,13.27,15.06,11.97,14.18,14.97,16.71,18.09
G102,National,Western,Завхан,MN81,Тэс,MN8125,"2-р баг, Нисэг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.68,12.07,13.16,15.48,11.95,12.67,12.37,13.28,14.32
G103,National,Western,Завхан,MN81,Тэс,MN8125,"3-р баг, Баян-Уул",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.13,8.45,10.03,11.26,8.05,8.64,9.78,11.08,12.51
G104,National,Western,Завхан,MN81,Тэс,MN8125,"4-р баг, Зүр",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82,4.95,4.72,4.11,3.82,3.63,3.42,4.06,5
G105,National,Western,Завхан,MN81,Ургамал,MN8129,,Ямаа,18.98,19.92,20.62,20.77,20.53,20.81,20.22,18.13,20.18,18.32,19.56,18.33,20.19,20.78,16.34,19.7,21,21.82,23.63,24.65,25.8,24.75,25.53,30.48,36.71,43.27,43.73,47.63,49.87,42.01,31.14,38.52,28.05,40.03,48.1,47.85,53.1,60.94,52.89,41.52,32.99,38.58,43.16,48.08,52.61,58.17,60.53,51.68,38.06,46.29,49.89
G106,National,Western,Завхан,MN81,Ургамал,MN8129,"1-р баг, Тосгуур",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.73,13.11,15.34,17.22,17.55,15.49,10.99,13.43,15.56
G107,National,Western,Завхан,MN81,Ургамал,MN8129,"2-р баг, Хульж",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.94,10.37,11.06,11.74,12.03,10.67,8.98,11.27,11.94
G108,National,Western,Завхан,MN81,Ургамал,MN8129,"3-р баг, Нуур зөөхий",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95,7.52,8.24,9.43,9.68,9.87,7.82,8.86,8.62
G109,National,Western,Завхан,MN81,Ургамал,MN8129,"4-р баг, Төв",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82,3.81,4.13,4.38,4.66,2.98,1.97,2.62,2.69
G110,National,Western,Завхан,MN81,Ургамал,MN8129,"5-р баг, Баян-Улаан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.72,13.27,13.85,15.4,16.61,12.67,8.31,10.11,11.08
G111,National,Western,Завхан,MN81,Цагаанхайрхан,MN8112,,Ямаа,10.02,10.28,10.04,10.3,9.74,10.44,10.69,9.16,9.6,9.09,7.98,7.16,7.21,6.68,6.5,6.48,6.63,6.55,6.65,7.5,7.68,7.1,7.7,9.25,12.37,16.38,18.51,19.65,21.07,20.57,20.51,19.39,19.82,23.11,25.77,28.52,34.56,39.85,40.24,38.62,19.21,23.25,26.92,29.62,33.49,37.12,41.07,46.43,47.56,46.38,41.09
G112,National,Western,Завхан,MN81,Цагаанхайрхан,MN8112,"1-р баг, Цэцэрлэг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.23,9.19,10.07,11.33,13.23,15.47,15.98,15.32,12.61
G113,National,Western,Завхан,MN81,Цагаанхайрхан,MN8112,"2-р баг, Онц",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51,7.17,7.82,9.4,10.2,11.92,13.2,12.75,11.13
G114,National,Western,Завхан,MN81,Цагаанхайрхан,MN8112,"3-р баг, Баянбулаг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.02,9.03,10.51,11.02,11.99,13.24,13.35,13.59,13.49
G115,National,Western,Завхан,MN81,Цагаанхайрхан,MN8112,"4-р баг, Агьт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.17,4.24,5.09,5.37,5.66,5.8,5.03,4.72,3.85
G116,National,Western,Завхан,MN81,Цагаанчулуут,MN8115,,Ямаа,12.08,12.81,12.5,12.92,12.99,13.49,12.79,11,12.06,11.36,10.8,10.49,12.73,12.05,11.45,11.9,12.37,11.65,11.99,13.06,14.19,14.38,15.41,16.04,20.85,25.55,27.83,28.74,29.83,28.91,27.41,27.01,24.85,27.61,31.82,34.75,41.02,46.86,43.34,38.64,16.01,20.29,23.87,27.11,31.4,35.04,40.26,44.84,45.37,47.69,43
G117,National,Western,Завхан,MN81,Цагаанчулуут,MN8115,"1-р баг, Арц",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.29,9.17,10.15,10.78,11.73,12.03,11.34,11.69,9.93
G118,National,Western,Завхан,MN81,Цагаанчулуут,MN8115,"2-р баг, Жавцаг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.27,4.77,6.21,7.08,8.41,10.26,11.52,12.21,11.47
G119,National,Western,Завхан,MN81,Цагаанчулуут,MN8115,"3-р баг, Дэлгэр",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.73,11.3,12.74,14.48,16.73,18.55,18.55,19.81,17.64
G120,National,Western,Завхан,MN81,Цагаанчулуут,MN8115,"4-р баг, Баянхайрхан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,1.88,2.3,2.69,3.4,4,3.96,3.99,3.97
G121,National,Western,Завхан,MN81,Цэцэн-Уул,MN8122,,Ямаа,19.29,20.76,21.81,22.69,22.09,21.88,21.91,20.42,20.08,17.64,15.69,14.14,15.59,15.48,13.62,13.71,14.62,14.47,15.63,17.86,18.16,15.91,15.75,17.98,23.2,26.55,29.15,29.34,31.77,31.38,21.99,20.51,22.7,29.7,34.58,37.49,44.16,48.41,50.25,43.88,33.03,39.86,42.52,45.53,48.54,49.99,51.35,50.42,45.38,54.16,55.66
G122,National,Western,Завхан,MN81,Цэцэн-Уул,MN8122,"1-р баг, Оройн товгор",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,10.8,10.55,11.8,12.1,10.82,9.7,11.9,12.21
G123,National,Western,Завхан,MN81,Цэцэн-Уул,MN8122,"2-р баг, Жаргалант",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.17,14.68,15.29,14.48,14.18,13.4,11.86,13.9,14.63
G124,National,Western,Завхан,MN81,Цэцэн-Уул,MN8122,"3-р баг, Сангийн далай",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.13,11.32,13.15,13.73,14.63,15.16,13.76,15.17,15.62
G125,National,Western,Завхан,MN81,Цэцэн-Уул,MN8122,"4-р баг, Шотой",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52,3.88,4.57,5.08,4.78,4.54,4.32,5.94,6.54
G126,National,Western,Завхан,MN81,Цэцэн-Уул,MN8122,"5-р баг, Батсуурь",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,4.86,4.98,4.9,5.65,6.49,5.74,7.24,6.65
G127,National,Western,Завхан,MN81,Шилүүстэй,MN8114,,Ямаа,8.63,9.07,11.09,11.72,11.09,11.69,11.74,11.35,11.57,11.38,11.34,10.32,11.44,12.45,9.23,9.37,10.26,10.73,9.34,10.91,12.09,12.99,13.58,11.71,16.21,21,24.38,25.98,27.95,26.47,22.58,23.44,19.6,24.35,27.15,31.68,38.05,44.37,47.2,41.37,18.9,26.25,33.21,38.09,43.72,48.74,52.77,61.12,64.33,65.76,57.6
G128,National,Western,Завхан,MN81,Шилүүстэй,MN8114,"1-р баг, Баян-Улаан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.37,14.91,17.64,19.78,20.74,24.52,25.15,26.16,22.01
G129,National,Western,Завхан,MN81,Шилүүстэй,MN8114,"2-р баг, Чандмань",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,2.3,2.79,3.42,3.72,4.49,5.43,4.96,4.38
G130,National,Western,Завхан,MN81,Шилүүстэй,MN8114,"3-р баг, Хөгжил",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.53,9.31,11.28,12.3,13.9,15.74,15.8,16.79,15.18
G131,National,Western,Завхан,MN81,Шилүүстэй,MN8114,"4-р баг, Сайхан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.49,11.58,12.01,13.23,14.41,16.37,17.94,17.85,16.03
G132,National,Western,Завхан,MN81,Эрдэнэхайрхан,MN8124,,Ямаа,13.61,14.07,14.16,15.04,15.98,16.99,18.44,15.2,16.73,17.05,16.07,15.47,17.68,16.13,15.79,16.56,17,17.94,19.59,20.83,21.37,20.28,19.24,20.37,28.33,32.59,33.13,33.2,33.43,30.16,19.54,17.7,20.07,26.76,30.08,30.11,40.24,47.76,51.39,48.27,29.8,42.34,46.98,51.27,56.66,59.97,65.05,67.32,59.15,64.28,63.16
G133,National,Western,Завхан,MN81,Эрдэнэхайрхан,MN8124,"1-р баг, Багануур",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65,10.39,10.73,11.48,13.38,13.95,12.4,13.4,12.85
G134,National,Western,Завхан,MN81,Эрдэнэхайрхан,MN8124,"2-р баг, Мөсөн",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.64,13.33,14.79,15.63,15.55,16.9,14.21,13.01,12.41
G135,National,Western,Завхан,MN81,Эрдэнэхайрхан,MN8124,"3-р баг, Алтан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.14,12.88,14.93,15.68,17.12,17.33,14.91,16.79,16.67
G136,National,Western,Завхан,MN81,Эрдэнэхайрхан,MN8124,"4-р баг, Баянзүрх",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.29,8.95,10.21,11.13,11.7,12.49,11.22,15.34,14.83
G137,National,Western,Завхан,MN81,Эрдэнэхайрхан,MN8124,"5-р баг, Хайрхан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25,5.71,6,6.06,7.3,6.65,6.41,5.74,6.39
G138,National,Western,Завхан,MN81,Яруу,MN8113,,Ямаа,7.27,7.71,7.75,8.21,8.3,8.28,8.65,6.7,7.15,8.19,8.13,7.95,7.81,8.4,8.39,8.11,8.78,9.29,8.36,9.26,9.19,9.62,10.17,11.2,15.44,19.11,21.11,22.79,24.06,21.5,13.74,10.27,12.82,19.42,22.51,26.82,32.62,44.28,50.35,42.71,22.07,30.37,34.19,37.49,41.54,44.81,48.9,54.48,54.97,59.3,53.16
G139,National,Western,Завхан,MN81,Яруу,MN8113,"1-р баг, Зүйл",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.19,9.79,11.32,12.68,13.67,15.06,14.91,15.75,14.05
G140,National,Western,Завхан,MN81,Яруу,MN8113,"2-р баг, Жаргалант",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.96,6.15,6.63,7.36,8.18,8.48,8.79,9.43,9.98
G141,National,Western,Завхан,MN81,Яруу,MN8113,"3-р баг, Өргөн",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.39,7.14,7.09,8.09,8.99,9.24,9.43,10.31,8.75
G142,National,Western,Завхан,MN81,Яруу,MN8113,"4-р баг, Хэц-Улаан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.97,11.53,13.45,14.25,15.16,18.14,17.7,19.13,15.87
G143,National,Western,Завхан,MN81,Яруу,MN8113,"5-р баг, Чандмань",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,2.88,3.05,2.42,2.9,3.57,4.14,4.68,4.51
G144,National,Western,Говь-Алтай,MN82,Говь-Алтай,,,Ямаа,417.88,436.16,423.31,435.25,429.61,443.48,446.8,454.3,462.57,450.22,442.94,433,433.14,426.46,374.79,420.06,427.44,449.52,454.1,495.63,501.9,527.69,580.09,633.17,785.63,904.59,935.49,992.54,"1,029.04","1,029.05","1,003.75",878.78,579,775.08,960.55,"1,136.54","1,370.07","1,570.22","1,594.01","1,348.52",837.8,"1,057.81","1,220.26","1,409.05","1,621.02","1,831.33","2,173.94","2,356.01","2,196.80","2,269.62","2,123.21"
G145,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,,Ямаа,,0.74,0.4,0.48,0.48,0.35,0.5,0.79,0.67,0.69,0.74,1.09,1.69,1.87,2.13,2.71,3.4,4.36,4.6,5.72,8.66,12.04,15.75,18.77,24.61,29.19,45.48,49.32,66.79,86.12,59.35,44.67,26.14,40.35,46.53,56.39,77.2,85.23,93.65,66.15,38.92,52.45,56.27,70.75,90.92,99.62,123.9,132.69,130.1,138.72,145.54
G146,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"1-р баг, Баянхайрхан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.15,11.74,15.83,9.95,12.26,13.57,12.75,12.88,14.55
G147,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"2-р баг, Баяншанд",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.41,7.45,9.97,8.81,11.26,10.86,10.38,10.12,11.85
G148,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"3-р баг, Жаргалант",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.56,7.08,11.05,8.15,9.69,10.35,10.15,10.6,13.94
G149,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"4-р баг, Харзат",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.02,8.17,9.01,8.03,8.76,11.59,10.98,11.53,14.13
G150,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"5-р баг, Рашаант",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.63,19.57,24.51,27.63,34.06,37.89,37.76,40.05,38.18
G151,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"6-р баг, Наран",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,16.75,20.55,21.76,25.8,25.89,26.63,30.35,25.13
G152,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"7-р баг, Жинст",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26,5.66,5.35,5.08,4.13,5.11
G153,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"8-р баг, Индэрт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79,6.8,6.96,4.36,6.45,7.88
G154,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"9-р баг, Түмэн",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57,4.95,5.97,6.9,6.54,7.41
G155,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"10-р баг, Оргил",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,4.67,4.27,5.12,6.07,7.37
G156,National,Western,Говь-Алтай,MN82,Алтай,MN8213,,Ямаа,22.49,22.91,22.59,23.2,22.82,23.84,25.33,27.48,27.64,27.34,26.17,25.28,24.93,24.95,22.9,22.46,18.99,19.44,21.23,23.3,25.15,25.2,28.03,31.7,36.94,41.1,43.35,48.62,52.23,51.5,54.45,48.83,40.21,50,54.09,58.03,65.25,73.04,72.42,52.32,29.2,35.84,40.73,49.48,57.57,65.34,80.81,102.44,111.48,115.31,101.89
G157,National,Western,Говь-Алтай,MN82,Алтай,MN8213,"1-р баг, Бадрал",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.73,14.35,16.57,18.6,22.36,29.02,30.89,29.18,23.67
G158,National,Western,Говь-Алтай,MN82,Алтай,MN8213,"2-р баг, Баянцагаан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.53,11.53,14.08,15.42,20.18,25.92,27.39,29.14,28.27
G159,National,Western,Говь-Алтай,MN82,Алтай,MN8213,"3-р баг, Урт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.91,18.9,22.32,26.18,32.86,41.63,47.01,50.56,43.41
G160,National,Western,Говь-Алтай,MN82,Алтай,MN8213,"4-р баг, Баян-Овоо",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56,4.71,4.59,5.14,5.41,5.88,6.19,6.43,6.54
G161,National,Western,Говь-Алтай,MN82,Баян-Уул,MN8215,,Ямаа,34.38,34.92,34.03,33.42,31.96,34.53,29.5,29.32,30.11,31.05,31.93,30.88,32.1,32.03,33.09,33.05,31.86,35.22,36.67,38.93,40.37,37.85,40.57,43.89,53.36,60.16,62.92,64.67,64.17,71.98,65.3,60.04,35.55,52.66,68.13,76.29,90.93,101.04,105.31,87.42,44.64,65.29,78.09,92.31,105.18,114.69,139.09,127.9,104.94,110.16,134.75
G162,National,Western,Говь-Алтай,MN82,Баян-Уул,MN8215,"1-р баг, Баян богд",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.12,13.91,16.36,17.38,21.18,19.45,17.78,18.67,20.57
G163,National,Western,Говь-Алтай,MN82,Баян-Уул,MN8215,"2-р баг, Чандмань хайрхан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.71,15.1,16.8,17.82,22.34,20.87,17.39,18.82,22.17
G164,National,Western,Говь-Алтай,MN82,Баян-Уул,MN8215,"3-р баг, Баянхайрхан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.83,15.77,16.32,17.21,21.53,19.87,15.1,14.96,18.22
G165,National,Western,Говь-Алтай,MN82,Баян-Уул,MN8215,"4-р баг, Хүйсийн говь",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.87,10.93,12.06,14.54,16.76,16.45,11.57,11.07,16.56
G166,National,Western,Говь-Алтай,MN82,Баян-Уул,MN8215,"5-р баг, Баянговь",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.34,17.63,20.18,22.27,27.49,24,20.3,20.64,26.54
G167,National,Western,Говь-Алтай,MN82,Баян-Уул,MN8204,"6-р баг, Алтангадас",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.22,18.97,23.46,25.49,29.8,27.25,22.8,26,30.7
G168,National,Western,Говь-Алтай,MN82,Бигэр,MN8204,,Ямаа,23.87,24.72,25.26,25.75,23.98,25.61,26.58,28.11,28.22,24.42,26.02,28.1,28.5,27.59,23.89,25.61,26.4,28.34,26.5,30.66,29.36,30.78,34.2,40.56,49.42,53.84,51.33,52.84,57.49,43.37,43.53,43.99,30.03,37.49,44.69,51.83,59.01,63.58,62.19,59.01,48.6,60.78,71.09,78.83,89.22,100.74,116.44,129.96,118.68,126.87,93.18
G169,National,Western,Говь-Алтай,MN82,Бигэр,MN8204,"1-р баг, Мянгай",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.94,20.19,22.81,25.92,28.89,30.87,28.42,29.71,23.14
G170,National,Western,Говь-Алтай,MN82,Бигэр,MN8204,"2-р баг, Урт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,11.99,13.69,14.92,17.45,19.82,17.34,18.2,12.75
G171,National,Western,Говь-Алтай,MN82,Бигэр,MN8204,"3-р баг, Их булаг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.74,13.92,14.12,16.87,19.86,22.5,20.07,23.2,16.88
G172,National,Western,Говь-Алтай,MN82,Бигэр,MN8204,"4-р баг, Буудай",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.39,12.65,15.93,18.17,20.57,23.34,23.36,25.89,19.86
G173,National,Western,Говь-Алтай,MN82,Бигэр,MN8204,"5-р баг, Хүрэмт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.11,20.08,22.69,24.86,29.68,33.43,29.5,29.88,20.55
G174,National,Western,Говь-Алтай,MN82,Бугат,MN8220,,Ямаа,24.99,26.3,25.04,24.76,25.15,24.76,19.61,16.53,17.16,15.36,13.66,12.42,13.81,14.13,12.23,14.33,15.27,16.74,17.43,20,21.98,25.09,30.07,33.82,40.95,48.98,51.64,49.41,51.29,51.45,55.95,45.21,47.74,54.28,64.31,67.64,73.97,80.69,83.14,66.64,35.89,44.08,49,51.98,63.98,77.17,96.23,112.73,121.79,115.7,111.99
G175,National,Western,Говь-Алтай,MN82,Бугат,MN8220,"1-р баг, Биж",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,10.72,13.66,15.95,20.42,23.03,26.17,27.78,26.38
G176,National,Western,Говь-Алтай,MN82,Бугат,MN8220,"2-р баг, Ферм",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.09,12.43,14.37,17.27,21.57,24.46,26.34,28.47,25.75
G177,National,Western,Говь-Алтай,MN82,Бугат,MN8220,"3-р баг, Гаханч",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.38,12.45,15.29,18.38,24.05,28.36,33.36,30.09,30.83
G178,National,Western,Говь-Алтай,MN82,Бугат,MN8220,"4-р баг, Сүж",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.42,14.24,17.8,22.24,26.44,32.15,30.95,25.05,24.82
G179,National,Western,Говь-Алтай,MN82,Бугат,MN8220,"5-р баг, Баянгол",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,2.15,2.86,3.33,3.75,4.73,4.96,4.3,4.21
